obra;grupo;material_normalizado;material;unidade;data;quantidade;valor_unitario;valor_total;ano
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA EXTERNA 300X300MM SEM FILTRO E SEM REGISTRO. REF: TROPICAL TAE;Veneziana externa 300x300mm sem filtro e sem registro. Ref: TROPICAL TAE;;23/03/2026;4.0;102.0;408.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA EXTERNA 300X300MM SEM FILTRO/REGISTRO. REF: TROPICAL TAE;Veneziana externa 300x300mm sem filtro/registro. Ref: TROPICAL TAE;;23/03/2026;4.0;102.0;408.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA EXTERNA 900X300MM SEM FILTRO E SEM REGISTRO. REF: TROPICAL TAE;Veneziana externa 900x300mm sem filtro e sem registro. Ref: TROPICAL TAE;;23/03/2026;2.0;242.0;484.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA EXTERNA 900X300MM SEM FILTRO/REGISTRO. REF: TROPICAL TAE;Veneziana externa 900x300mm sem filtro/registro. Ref: TROPICAL TAE;;23/03/2026;2.0;242.0;484.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA EXTERNA SEM FILTRO/REGISTRO 300X300MM. REF: TROPICAL TAE;Veneziana externa sem filtro/registro 300x300mm. Ref: TROPICAL TAE;;23/03/2026;2.0;102.0;204.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA EXTERNA SEM FILTRO/REGISTRO 600X300MM. REF: TROPICAL TAE;Veneziana externa sem filtro/registro 600x300mm. Ref: TROPICAL TAE;;23/03/2026;4.0;172.0;688.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENTILADOR AXIAL - 140M³/H - 8MMCA - MULTIVAC MAXX 150 - REF. SICFLUX;VENTILADOR AXIAL - 140M³/H - 8mmCA - MULTIVAC MAXX 150 - Ref. SICFLUX;UNID.;23/03/2026;2.0;553.45;1206.9;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL ARMAFLEX 520 S 0,9 L;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL  ARMAFLEX 520 S 0,9 L;LITROS;23/03/2026;44.5;110.0;4895.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;CONEXÕES DE COBRE;CONEXÕES DE COBRE;VB;23/03/2026;2.0;1000.0;2600.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CJ;23/03/2026;48.0;80.0;3840.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;GÁS ACETILENO;GÁS ACETILENO;UNID.;23/03/2026;2.0;200.0;400.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;GÁS NITROGÊNIO;GÁS NITROGÊNIO;UNID.;23/03/2026;4.0;210.0;840.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;GÁS OXIGENIO;GÁS OXIGENIO;UNID.;23/03/2026;2.0;130.0;260.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 13 MM, DIAM. 1/2""";"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 13 MM, DIAM. 1/2""";M;23/03/2026;356.0;9.11;3243.16;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 13 MM, DIAM. 1/4""";"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 13 MM, DIAM. 1/4""";M;23/03/2026;284.0;8.32;2362.88;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 13 MM, DIAM. 3/8""";"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 13 MM, DIAM. 3/8""";M;23/03/2026;320.0;8.49;2716.8;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 19 MM, DIAM. 3/4""";"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 19 MM, DIAM. 3/4""";M;23/03/2026;150.0;12.78;1917.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 19 MM, DIAM. 5/8""";"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 19 MM, DIAM. 5/8""";M;23/03/2026;332.0;11.683050000000001;3878.7726000000007;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 19 MM, DIAM. 7/8""";"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 19 MM, DIAM. 7/8""";M;23/03/2026;50.0;22.0;1100.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 25 MM, DIAM. 1.1/8""";"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 25 MM, DIAM. 1.1/8""";M;23/03/2026;162.0;55.62;9010.439999999999;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 25 MM, DIAM. 1.3/8""";"ISOLAMENTO ELASTOMÉRICO, ESPESSURA DE 25 MM, DIAM. 1.3/8""";M;23/03/2026;126.0;68.3;8605.8;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);CJ;23/03/2026;38.0;500.0;20718.64;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/8"" (65 M)";"TUBO DE COBRE DIÂMETRO 1.1/8"" (65 M)";KG;23/03/2026;179.39999999999998;110.7;19859.579999999998;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.3/8"" (50 M)";"TUBO DE COBRE DIÂMETRO 1.3/8"" (50 M)";KG;23/03/2026;170.2;113.36850311850311;19295.31923076923;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (145 M)";"TUBO DE COBRE DIÂMETRO 1/2"" (145 M)";KG;23/03/2026;87.71050000000001;105.46;9249.949330000001;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/4"" (115 M)";"TUBO DE COBRE DIÂMETRO 1/4"" (115 M)";KG;23/03/2026;32.5335;84.0;2732.814;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (60 M)";"TUBO DE COBRE DIÂMETRO 3/4"" (60 M)";KG;23/03/2026;106.53599999999999;87.3;9300.592799999999;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (130 M)";"TUBO DE COBRE DIÂMETRO 3/8"" (130 M)";KG;23/03/2026;57.706999999999994;84.0;4847.387999999999;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (135 M)";"TUBO DE COBRE DIÂMETRO 5/8"" (135 M)";KG;23/03/2026;103.3965;86.0;8892.099;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (20 M)";"TUBO DE COBRE DIÂMETRO 7/8"" (20 M)";KG;23/03/2026;42.227999999999994;102.6;4332.592799999999;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"VÁLVULA GBC 1/2"" DANFOSS";"VÁLVULA GBC 1/2"" DANFOSS";UNID.;23/03/2026;74.0;123.9;11388.6;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"VÁLVULA GBC 1/4"" DANFOSS";"VÁLVULA GBC 1/4"" DANFOSS";UNID.;23/03/2026;74.0;123.9;11388.6;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"VÁLVULA GBC 3/4"" DANFOSS";"VÁLVULA GBC 3/4"" DANFOSS";UNID.;23/03/2026;6.0;248.0;1668.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"VÁLVULA GBC 3/8"" DANFOSS";"VÁLVULA GBC 3/8"" DANFOSS";UNID.;23/03/2026;36.0;123.9;5540.400000000001;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;REDE FRIGORIGENA;"VÁLVULA GBC 5/8"" DANFOSS";"VÁLVULA GBC 5/8"" DANFOSS";UNID.;23/03/2026;30.0;123.9;4617.0;2026
CLÍNICA MÉDICA UROFLOW - AC03825;DUTO;CHAPA DE AÇO GALVANIZADO #26;CHAPA DE AÇO GALVANIZADO #26;KG;13/06/2025;186.0;10.0;4464.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTO;DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø100 MM (BARRA COM 10 M);DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø100 MM (BARRA COM 10 M);M;13/06/2025;8.0;5.45;83.6;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTO;DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø150 MM (BARRA COM 10 M);DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø150 MM (BARRA COM 10 M);M;13/06/2025;2.0;7.88;25.759999999999998;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTO;DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø200 MM (BARRA COM 10 M);DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø200 MM (BARRA COM 10 M);M;13/06/2025;2.0;7.88;25.759999999999998;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTO;MANGUEIRA ELETRODUTO CORRUGADO 3/4;MANGUEIRA ELETRODUTO CORRUGADO 3/4;M;13/06/2025;44.0;1.6;202.4;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTO;TERMOSTATO PARA MÁQUINA ESPECIAL;TERMOSTATO PARA MÁQUINA ESPECIAL;pç;13/06/2025;2.0;450.0;1300.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;ACESSÓRIOS PARA REDE DE DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;ACESSÓRIOS PARA REDE DE  DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;VB;13/06/2025;4.0;500.0;2000.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;CABO BUS (CABO BLINDADO 3X18 AWG);CABO BUS (CABO BLINDADO 3x18 AWG);M;13/06/2025;264.0;6.1;3194.3999999999996;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;DIFUSOR CIRCULAR PARA RENOVAÇÃO DE AR, EM PLÁSTICO Ø100 MM. - VAZÃO INDICADA - REF.: SICFLUX RVA 100;DIFUSOR CIRCULAR PARA RENOVAÇÃO DE AR, EM PLÁSTICO Ø100 MM. - VAZÃO INDICADA - REF.: SICFLUX RVA 100;UNID.;13/06/2025;2.0;32.49;64.98;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;GRADE S Ø100;GRADE S Ø100;UNID.;13/06/2025;2.0;10.0;20.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;GRADE S Ø200;GRADE S Ø200;UNID.;13/06/2025;2.0;19.0;38.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;GRELHA PARA RENOVAÇÃO DE AR 200X165, VAZÃO:455M3/H. REF.: WG/200X165;GRELHA PARA RENOVAÇÃO DE AR 200X165, VAZÃO:455M3/H. REF.: WG/200X165;UNID.;13/06/2025;4.0;149.2744;597.0976;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;GRELHA PARA RENOVAÇÃO DE AR COM REGISTRO DE LÂMINAS CONVERGENTES 220X125, VAZÃO:85M3/H. REF.: AT-AG/225X125;GRELHA PARA RENOVAÇÃO DE AR COM REGISTRO DE  LÂMINAS CONVERGENTES 220X125, VAZÃO:85M3/H. REF.: AT-AG/225X125;UNID.;13/06/2025;8.0;235.3365625;1882.6925;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;GRELHA PARA RENOVAÇÃO DE AR COM REGISTRO DE LÂMINAS CONVERGENTES 225X625, VAZÃO:838M3/H. REF.: AT-AG/225X625;GRELHA PARA RENOVAÇÃO DE AR COM REGISTRO DE  LÂMINAS CONVERGENTES 225X625, VAZÃO:838M3/H. REF.: AT-AG/225X625;UNID.;13/06/2025;4.0;228.6946125;914.77845;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;ISOLAMENTO EM LÃ DE PET;ISOLAMENTO EM LÃ DE PET;M²;13/06/2025;12.0;14.05;168.60000000000002;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;JOELHO 90° PVC Ø100MM;JOELHO 90° PVC Ø100MM;PÇ;13/06/2025;2.0;7.25;14.5;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;MATERIAL ELETRICO;Material Eletrico;;13/06/2025;1.0;225.0;225.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;SUPORTE DE REDE DE DUTOS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO);SUPORTE DE REDE DE DUTOS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO);CJ;13/06/2025;70.0;10.0;1400.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;DUTOS;TUBO DE PVC Ø100 MM (TUBO DE 6M);TUBO DE PVC Ø100 MM (TUBO DE 6M);M;13/06/2025;2.0;78.0;166.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL ARMAFLEX 520 S 0,9 L;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL  ARMAFLEX 520 S 0,9 L;LITROS;13/06/2025;2.0;110.0;220.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;CONEXÕES DE COBRE;CONEXÕES DE COBRE;VB;13/06/2025;2.0;500.0;1000.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CJ;13/06/2025;2.0;80.0;160.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"CURVA DE COBRE 1 1/8""";"curva de cobre 1 1/8""";pç;13/06/2025;6.0;36.0;216.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;ELASTOMERO + COBRE;Elastomero + Cobre;conj;13/06/2025;1.0;139.48;139.48;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;GÁS ACETILENO;GÁS ACETILENO;UNID.;13/06/2025;5.0;200.0;1000.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;GÁS NITROGÊNIO;GÁS NITROGÊNIO;UNID.;13/06/2025;3.0;210.0;630.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;GÁS OXIGENIO;GÁS OXIGENIO;UNID.;13/06/2025;5.0;130.0;650.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1.1/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1.1/8""";m;13/06/2025;9.0;18.25;173.28;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/2""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1/2""";M;13/06/2025;46.0;9.469999999999999;430.5799999999999;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/4""";M;13/06/2025;47.0;8.405000000000001;394.95000000000005;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/4""";M;13/06/2025;24.0;14.38;335.6;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/8""";M;13/06/2025;49.0;8.895;439.50000000000006;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 5/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  5/8""";M;13/06/2025;20.0;13.14;228.08;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);CJ;13/06/2025;118.0;10.0;1180.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PÇ;13/06/2025;2.0;30.0;60.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/8"" (2M)";"TUBO DE COBRE DIÂMETRO 1.1/8"" (2m)";KG;13/06/2025;6.0;112.85;677.1;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (20M)";"TUBO DE COBRE DIÂMETRO 1/2"" (20m)";KG;13/06/2025;14.0;86.21000000000001;1206.52;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/4"" (18M)";"TUBO DE COBRE DIÂMETRO 1/4"" (18m)";KG;13/06/2025;6.0;88.45;530.7;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (11M)";"TUBO DE COBRE DIÂMETRO 3/4"" (11m)";KG;13/06/2025;13.0;88.45;1167.0;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (23M)";"TUBO DE COBRE DIÂMETRO 3/8"" (23m)";KG;13/06/2025;9.0;86.2101282051282;776.101282051282;2025
CLÍNICA MÉDICA UROFLOW - AC03825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (14M)";"TUBO DE COBRE DIÂMETRO 5/8"" (14m)";KG;13/06/2025;11.0;93.22;1018.2;2025
CONTATO EVENTOS - AC06625;DUTO;CONFIGURAÇÃO EUCLIDES;Configuração Euclides;PÇS;13/01/2026;1.0;115.0;5615.0;2026
CONTATO EVENTOS - AC06625;DUTO;CONTROLADOR E SENSOR;Controlador e sensor;PÇS;13/01/2026;1.0;1465.52;1465.52;2026
CONTATO EVENTOS - AC06625;DUTO;IHM;IHM;PÇS;13/01/2026;1.0;1504.0;1504.0;2026
CONTATO EVENTOS - AC06625;DUTO;MONTAGEM DO PAINEL EVERTON;Montagem do painel Everton;PÇS;13/01/2026;1.0;2328.6;2328.6;2026
CONTATO EVENTOS - AC06625;DUTO;PLAQUETAS;plaquetas;PÇS;13/01/2026;1.0;115.0;115.0;2026
CONTATO EVENTOS - AC06625;DUTO;TRANSDUTOR DE PRESSÃO;Transdutor de Pressão;PÇS;13/01/2026;1.0;1413.48;1413.48;2026
CONTATO EVENTOS - AC06625;DUTOS;DIVERSOS;Diversos;vb;13/01/2026;3.0;2050.0;7650.0;2026
CONTATO EVENTOS - AC06625;DUTOS;ELETROCALHA PERFURADA GALVANIZADA ELETROLÍTICA 400X200X3000MM SEM TAMPA S/VIROLA CHAPA 18;Eletrocalha Perfurada Galvanizada Eletrolítica 400X200X3000MM Sem Tampa S/Virola Chapa 18;UNID;13/01/2026;1.0;1207.8;1857.8;2026
CONTATO EVENTOS - AC06625;DUTOS;FONTE CHAVEADA;Fonte Chaveada;PÇS;13/01/2026;1.0;50.0;50.0;2026
CONTATO EVENTOS - AC06625;DUTOS;INFRAESTRUTURA ELÉTRICA PARA CAG;Infraestrutura elétrica para CAG;vb;13/01/2026;3.0;1744.8366666666668;11234.51;2026
CONTATO EVENTOS - AC06625;DUTOS;INVERSOR;Inversor;PÇS;13/01/2026;1.0;4200.0;4200.0;2026
CONTATO EVENTOS - AC06625;DUTOS;PAINEL E COMPONENTES;Painel e Componentes;PÇS;13/01/2026;1.0;6769.45;6769.45;2026
CONTATO EVENTOS - AC06625;DUTOS;"PERFIL U ENRIJECIDO 3"" CHAPA 1/8"" ZINCADO";"PERFIL U ENRIJECIDO 3"" CHAPA 1/8"" ZINCADO";M;13/01/2026;162.0;44.94833333333334;9971.06;2026
CONTATO EVENTOS - AC06625;DUTOS;QUADRO DE COMANDO 1,00KW CHILLER E BOMBAS;QUADRO DE COMANDO 1,00KW CHILLER E BOMBAS;UNID;13/01/2026;3.0;6000.0;19950.0;2026
CONTATO EVENTOS - AC06625;DUTOS;QUADRO DE FORÇA 21,30KW CHILLER E BOMBAS;QUADRO DE FORÇA 21,30KW CHILLER E BOMBAS;UNID;13/01/2026;3.0;16000.0;52500.0;2026
CONTATO EVENTOS - AC06625;DUTOS;TELAS GRAFICAS;Telas Graficas;;13/01/2026;1.0;300.0;300.0;2026
CONTATO EVENTOS - AC06625;DUTOS;TERMOSTATO PARA FANCOLETES;Termostato para fancoletes;vb;13/01/2026;108.0;400.0;59400.0;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"ADAPTADOR ROSCA EXTERNA PPR 1""X32 MM";"ADAPTADOR ROSCA EXTERNA PPR 1""X32 MM";UNID.;13/01/2026;108.0;21.44;2315.52;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"ADAPTADOR ROSCA EXTERNA PPR 3/4""X25 MM";"ADAPTADOR ROSCA EXTERNA PPR 3/4""X25 MM";UNID.;13/01/2026;4.0;15.83;63.32;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;ALUMÍNIO LISO;ALUMÍNIO LISO;M²;13/01/2026;225.0;41.3;70042.5;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;AMORTECEDOR VIBRAÇÃO PARA CALÇO DE CHILLER 40 TR VIBRASTOP VM-300 (6 POR CHILLER);Amortecedor vibração para calço de chiller 40 TR VIBRASTOP VM-300 (6 POR CHILLER);CJ;13/01/2026;9.0;1166.6666666666667;12750.0;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;BARRA ROSCADA + PARAFUSO;barra roscada + parafuso;uni;13/01/2026;1.0;615.57;615.57;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;BASE METÁLICA E AMORTECEDORES (MOLA 150- 4X150KGF POR CONJUNTO) VIBRA STOP;Base Metálica e Amortecedores (Mola 150- 4x150kgf por Conjunto) VIBRA STOP;CJ;13/01/2026;18.0;700.0;17100.0;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X25 MM;BUCHA DE REDUÇÃO PPR 40X25 MM;UNID.;13/01/2026;12.0;3.43;41.160000000000004;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X32 MM;BUCHA DE REDUÇÃO PPR 40X32 MM;UNID.;13/01/2026;180.0;3.18;572.4000000000001;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 63X40 MM;BUCHA DE REDUÇÃO PPR 63X40 MM;UNID.;13/01/2026;192.0;8.32;1597.44;2026
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;CAIXA CILINDRICA 420LTS;Caixa Cilindrica 420lts;PÇS;13/01/2026;1.0;550.0;605.0;2026
